Console Variable Name                                            | Actual Value     | Default Value    | Minimum        | Maximum        | Help
tv_window_size                                                   | 16.0             | 16.0             |                |                | Specifies the number of seconds worth of frames that the tv replay system should keep in memory. Increasing this greatly increases the amount of memory consumed by the TV system
host_profile                                                     | 0                | 0                |                |                | 
net_droponsendoverflow                                           | 0                | 0                |                |                | If enabled, channel will drop client when sending too much data causes buffer overrun
phys_enable_PIX_counters                                         | 1                | 1                |                |                | enable PIX counters
sv_workshop_allow_other_maps                                     | 1                | 1                |                |                | When hosting a workshop collection, users can play other workshop map on this server when it is empty and then mapcycle into this server collection.
mp_ct_default_secondary                                          | weapon_deagle    | weapon_hkp2000   |                |                | The default secondary (pistol) weapon that the CTs will spawn with
mp_equipment_reset_rounds                                        | 0                | 0                |                |                | Reset all player equipment every N rounds (0 for never)
mp_dm_time_between_bonus_max                                     | 40               | 40               |                |                | Maximum time a bonus time will start after the round start or after the last bonus (in seconds)
sv_bot_buy_flash_weight                                          | 1                | 1                | 0.000000       |                | Given a bot will buy a grenade, controls the odds of the grenade type. Proportional to all other sv_bot_buy_*_weight convars.
inferno_max_child_spawn_interval                                 | 0.5              | 0.5              |                |                | Largest time interval for child flame spawning
nav_debug_blocked                                                | 0                | 0                |                |                | 
voice_system_enable                                              | 1                | 1                |                |                | Toggle voice system.
cl_showevents                                                    | 0                | 0                |                |                | Print event firing info in the console
mat_texture_list_all                                             | FCVAR_NEVER_AS_S | 0                |                |                | If this is nonzero, then the texture list panel will show all currently-loaded textures.
mat_texture_list_all_frames                                      | 2                | 2                |                |                | How many frames to sample texture memory for all textures.
dtwatchvar                                                       |                  |                  |                |                | Watch the named variable.
dt_ShowPartialChangeEnts                                         | 0                | 0                |                |                | (SP only) - show entities that were copied using small optimized lists (FL_EDICT_PARTIAL_CHANGE).
think_trace_limit                                                | 0                | 0                |                |                | Break into the debugger if this many or more traces are performed in a single think function. Negative numbers mean that the same think function may be broken into many times (once per [x] may traces), positive numbers mean each think will break only once.
r_randomflex                                                     | 0                | 0                |                |                | 
mat_reversedepth                                                 | 0                | 0                |                |                | 
fs_warning_mode                                                  | 0                | 0                |                |                | 0:Off, 1:Warn main thread, 2:Warn other threads
debug_visibility_monitor                                         | 0                | 0                |                |                | 
mp_weaponstay                                                    | 0                | 0                |                |                | 
props_break_max_pieces_perframe                                  | -1               | -1               |                |                | Maximum prop breakable piece count per frame (-1 = model default)
r_visualizetraces                                                | 0                | 0                |                |                | 
snd_foliage_db_loss                                              | 4                | 4                |                |                | foliage dB loss per 1200 units
vprof_counters_show_minmax                                       | 0                | 0                |                |                | 
vismon_trace_limit                                               | 12               | 12               |                |                | 
sv_skyname                                                       | office           | sky_urb01        |                |                | Current name of the skybox texture
spec_replay_bot                                                  | 0                | 0                |                |                | Enable Spectator Hltv Replay when killed by bot
sv_exojump_soundramp                                             | 20.0             | 20.0             |                |                | 
ammo_556mm_headshot_mult                                         | 1.0              | 1.0              |                |                | You must enable tweaking via tweak_ammo_impulses to use this value.
sv_guardian_max_wave_for_heavy                                   | 0                | 0                |                |                | 
sv_clip_penetration_traces_to_players                            | 1                | 1                |                |                | 
weapon_recoil_suppression_factor                                 | 0.75             | 0.75             |                |                | Initial recoil suppression factor (first suppressed shot will use this factor * standard recoil, lerping to 1 for later shots
sv_pausable_dev_ds                                               | 0                | 0                |                |                | Whether dedicated server is pausable when running -dev and playing solo against bots
tv_name                                                          | GOTV             | GOTV             |                |                | GOTV host name
closecaption                                                     | 0                | 0                |                |                | Enable close captioning.
save_screenshot                                                  | 1                | 1                |                |                | 0 = none, 1 = non-autosave, 2 = always
sv_maxclientframes                                               | 128              | 128              |                |                | 
bugreporter_snapshot_delay                                       | 15               | 15               |                |                | Frames to delay before taking snapshot
occlusion_test_async_jitter                                      | 2                | 2                |                |                | 
net_drawslider                                                   | 0                | 0                |                |                | Draw completion slider during signon
vgui_drawtree_scheme                                             | 0                | 0                |                |                | Show scheme file for each panel
phys_impactforcescale                                            | 1.0              | 1.0              |                |                | 
scene_async_prefetch_spew                                        | 0                | 0                |                |                | Display async .ani file loading info.
mp_guardian_player_dist_max                                      | 2000             | 2000             |                |                | The maximum distance a player is allowed to get from the bombsite before they're killed.
score_hostage_damage_penalty                                     | 2                | 2                |                |                | Penalty for damaging a hostage
snd_store_filepaths                                              |                  |                  |                |                | 
snd_hrtf_passthrough                                             | 0                | 0                |                |                | 
snd_sos_show_queuetotrack                                        | 0                | 0                |                |                | 
sv_reliableavatardata                                            | 0                | 0                |                |                | When enabled player avatars are exchanged via gameserver (0: off, 1: players, 2: server)
mat_proxy                                                        | 0                | 0                |                |                | 
sv_vehicle_autoaim_scale                                         | 8                | 8                |                |                | 
sv_autoexec_mapname_cfg                                          | 0                | 0                |                |                | Execute a mapname cfg file on the server automatically in custom game modes that require it.
sv_ggprogressive_shotgun_last                                    | 1                | 1                |                |                | Should auto snipers go first or regular snipers?
score_typical_good_score                                         | 5                | 5                |                |                | An average good score for use in funfacts
mp_hostagepenalty                                                | 10               | 10               |                |                | Terrorist are kicked for killing too much hostages
mm_server_search_inet_ping_window                                | 10               | 10               |                |                | How many servers can be pinged for server details in a batch.
snd_hrtf_lerp_min_distance                                       | 100.0            | 100.0            |                |                | 
snd_report_format_sound                                          | 0                | 0                |                |                | If set to 1, report all sound formats. 
snd_surround_speakers                                            | -1               | -1               |                |                | 
snd_vol_xfade_incr_max                                           | 20.0             | 20.0             |                |                | Never change volume by more than +/-N units per frame during cross-fade.
r_maxmodeldecal                                                  | 50               | 50               |                |                | 
r_occludeemaxarea                                                | 0                | 0                |                |                | Prevents occlusion testing for entities that take up more than X% of the screen. 0 means use whatever the level said to use.
tv_chattimelimit                                                 | 8                | 8                |                |                | Limits spectators to chat only every n seconds
budget_history_range_ms                                          | 66.666666667     | 66.666666667     |                |                | budget history range in milliseconds
texture_budget_panel_y                                           | 450              | 450              |                |                | number of pixels from the top side of the game screen to draw the budget panel
sk_npc_arm                                                       | 1                | 1                |                |                | 
sv_comp_mode_allow_dc                                            | 0                | 0                |                |                | Set this to 1 to allow direct connects in Competitive mode
mp_ggtr_bomb_pts_for_molotov                                     | 5                | 5                | 1.000000       | 5.000000       | Kill points required in a round to get a bonus molotov cocktail
mp_guardian_ai_bt_difficulty_adjust_wave_interval                | 1                | 1                |                |                | Adjust the guardian bots' difficulty every nth guardian wave when using behavior trees.
contributionscore_bomb_defuse_minor                              | 1                | 1                |                |                | amount of contribution score for defusing a bomb after eliminating enemy team
contributionscore_cash_bundle                                    | 0                | 0                |                |                | amount of contribution score for picking up a cash bundle
sv_disablefreezecam                                              | 0                | 0                |                |                | Turn on/off freezecam on server
mm_server_search_lan_ping_duration                               | 1.0              | 1.0              |                |                | Duration of LAN discovery ping phase.
voice_writevoices                                                | 0                | 0                |                |                | Saves each speaker's voice data into separate .wav files 
cl_language                                                      | english          | english          |                |                | Language (from Steam API)
r_drawbrushmodels                                                | 1                | 1                |                |                | Render brush models. 0=Off, 1=Normal, 2=Wireframe
mod_forcetouchdata                                               | 1                | 1                |                |                | Forces all model file data into cache on model load.
sv_rcon_maxfailures                                              | 10               | 10               | 1.000000       | 20.000000      | Max number of times a user can fail rcon authentication before being banned
tv_advertise_watchable                                           | 0                | 0                |                |                | GOTV advertises the match as watchable via game UI, clients watching via UI will not need to type password
net_fakeloss                                                     | 0                | 0                |                |                | Simulate packet loss as a percentage (negative means drop 1/n packets)
sv_debugroundstats                                               | 0                | 0                |                |                | 
sv_dz_team_count                                                 | 1                | 1                |                |                | Max players allowed per team
knife_damage_scale                                               | 100              | 100              |                |                | 
snd_occlusion_eq_high                                            | 0.20             | 0.20             |                |                | 
demo_debug                                                       | 0                | 0                |                |                | Demo debug info.
sv_steamauth_enforce                                             | 0                | 2                |                |                | By default, player must maintain a reliable connection to Steam servers. When player Steam session drops, enforce it: 2 = instantly kick, 1 = kick at next spawn, 0 = do not kick.
host_timescale                                                   | 1.0              | 1.0              |                |                | Prescale the clock by this amount.
mp_friendlyfire                                                  | 0                | 0                |                |                | Allows team members to injure other members of their team
sv_teamid_overhead_maxdist                                       | 0                | 0                |                |                | If >0, server will override cl_teamid_overhead_maxdist
mp_technical_timeout_per_team                                    | 0                | 0                |                |                | How many technical timeouts are there per team?
tv_relayradio                                                    | 0                | 0                |                |                | Relay team radio commands to TV: 0=off, 1=on
sv_dz_exploration_payment_amount                                 | 2                | 2                |                |                | Number of cash bundles to award for exploring a new sector
r_visambient                                                     | 0                | 0                |                |                | Draw leaf ambient lighting samples. Needs mat_leafvis 1 to work
r_drawclipbrushes                                                | 0                | 0                |                |                | Draw clip brushes (red=NPC+player, pink=player, purple=NPC)
tv_maxclients                                                    | 128              | 128              | 0.000000       | 255.000000     | Maximum client number on GOTV server.
warningcallstacks_length                                         | 5                | 5                |                |                | Length of automatic warning callstacks
sv_noclipspeed                                                   | 5                | 5                |                |                | 
sv_vote_timer_duration                                           | 0                | 15               |                |                | How long to allow voting on an issue
mp_logdetail                                                     | 0                | 0                | 0.000000       | 3.000000       | Logs attacks. Values are: 0=off, 1=enemy, 2=teammate, 3=both)
cash_team_hostage_interaction                                    | 500              | 500              |                |                | 
weapon_max_before_cleanup                                        | 0                | 0                |                |                | If set to non-zero, will remove the oldest dropped weapon to maintain the specified number of dropped weapons in the world.
snd_mainmusic_hrtf                                               | 0.0              | 0.0              |                |                | Makes main menu music sound like a radio
voice_gain_downward_multiplier                                   | 100.0            | 100.0            |                |                | 
voice_positional                                                 | 0                | 0                |                |                | 
sv_lan                                                           | 0                | 0                |                |                | Server is a lan server ( no heartbeat, no authentication, no non-class C addresses )
tv_timeout                                                       | 30               | 30               |                |                | GOTV connection timeout in seconds.
r_bloomtintb                                                     | 0.11             | 0.11             |                |                | 
r_showz_power                                                    | 1.0f             | 1.0f             |                |                | 
ai_shot_stats_term                                               | 1000             | 1000             |                |                | 
mp_ik                                                            | 1                | 1                |                |                | Use IK on in-place turns.
sv_allchat                                                       | 1                | 1                |                |                | Players can receive all other players' text chat, team restrictions apply
spec_freeze_panel_extended_time                                  | 0                | 0.0              |                |                | Time spent with the freeze panel still up after observer freeze cam is done.
mp_ggtr_always_upgrade                                           | 0                | 0                |                |                | Award this many upgrade points every round in demolition mode
cash_team_win_by_time_running_out_bomb                           | 3250             | 3250             |                |                | 
mp_retake_ct_loadout_enemy_card                                  | #GameUI_Retake_C | #GameUI_Retake_C |                |                | CT enemy card for full buy round when playing bomb site retake.
sv_dz_enable_respawn_solos                                       | 0                | 0                |                |                | 
mm_server_search_lan_ping_interval                               | 0.4              | 0.4              |                |                | Interval between LAN discovery pings.
dsp_db_mixdrop                                                   | 0.5              | 0.5              |                |                | 
dsp_slow_cpu                                                     | 0                | 0                |                |                | 
adsp_duct_min                                                    | 106              | 106              |                |                | 
fps_max_splitscreen                                              | 400              | 400              |                |                | Frame rate limiter, splitscreen
rr_remarkable_world_entities_replay_limit                        | 1                | 1                |                |                | TLK_REMARKs will be dispatched no more than this many times for any given info_remarkable
sv_npc_talker_maxdist                                            | 1024             | 1024             |                |                | NPCs over this distance from the player won't attempt to speak.
mp_buy_during_immunity                                           | 0                | 0                |                |                | When set, players can buy when immune, ignoring buytime. 0 = default. 1 = both teams. 2 = Terrorists. 3 = Counter-Terrorists.
mp_coop_force_join_ct                                            | 0                | 0                |                |                | If set, real players will auto join CT on join.
debug_aim_angle                                                  | 0                | 0                |                |                | 
inferno_surface_offset                                           | 20               | 20               |                |                | 
custom_bot_difficulty                                            | 0                | 0                |                |                | Bot difficulty for offline play.
snd_report_verbose_error                                         | 0                | 0                |                |                | If set to 1, report more error found when playing sounds. 
snd_debug_gaincurve                                              | 0                | 0                |                |                | Visualize sound gain fall off
snd_mix_test1                                                    | 1.0              | 1.0              |                |                | 
snd_mix_test2                                                    | 1.0              | 1.0              |                |                | 
r_eyeshift_z                                                     | 0                | 0                |                |                | 
net_droppackets                                                  | 0                | 0                |                |                | Drops next n packets on client
mod_test_mesh_not_available                                      | 0                | 0                |                |                | 
mod_load_showstall                                               | 0                | 0                |                |                | 1 - show hitches , 2 - show stalls
mat_screen_blur_override                                         | -1.0             | -1.0             |                |                | 
mat_debugalttab                                                  | 0                | 0                |                |                | 
mat_softwarelighting                                             | 0                | 0                |                |                | 
sv_mapvetopickvote_maps                                          | de_anubis,de_inf | de_anubis,de_inf |                |                | Which maps are used for map veto pick sequence
sv_show_team_equipment_force_on                                  | 0                | 0                |                |                | Force on if not prohibited
cash_player_killed_enemy_factor                                  | 1                | 1                |                |                | 
sv_shield_purchase_restricted_to                                 | ct               | ct               |                |                | restrict shield purchases to specific team
sv_spawn_rappel_min_duration_with_chute                          | 2.5              | 2.5              |                |                | 
bot_allow_rogues                                                 | 1                | 1                |                |                | If nonzero, bots may occasionally go 'rogue'. Rogue bots do not obey radio commands, nor pursue scenario goals.
demo_avellimit                                                   | 2000             | 2000             |                |                | Angular velocity limit before eyes considered snapped for demo playback.
sv_downloadurl                                                   | http://hattrick. |                  |                |                | Location from which clients can download missing files
mem_min_heapsize                                                 | 48               | 48               |                |                | Minimum amount of memory to dedicate to engine hunk and datacache (in mb)
fast_poly_convert                                                | 1                | 1                |                |                | 
mat_queue_mode                                                   | -1               | -1               |                |                | The queue/thread mode the material system should use: -1=default, 0=synchronous single thread, 1=queued single thread, 2=queued multithreaded
filesystem_native                                                | 1                | 1                |                |                | Use native FS or STDIO
mp_damage_scale_ct_head                                          | 1.0              | 1.0              |                |                | Scales the damage a CT player takes by this much when they take damage in the head (1 == 100%, 0.5 == 50%). REMEMBER! headshots do 4x the damage of the body before this scaler is applied.
ff_damage_reduction_other                                        | 0                | 0.25             |                |                | How much to reduce damage done to teammates by things other than bullets and grenades. Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy)
dsp_mix_max                                                      | 0.8              | 0.8              |                |                | 
adsp_wall_height                                                 | 128              | 128              |                |                | 
snd_sos_show_operator_stop_entry                                 | 0                | 0                |                |                | 
snd_sos_show_operator_shutdown                                   | 0                | 0                |                |                | 
demo_interpolateview                                             | 1                | 1                |                |                | Do view interpolation during dem playback.
r_fastzrejectdisp                                                | 0                | 0                |                |                | Activates/deactivates fast z rejection on displacements (360 only). Only active when r_fastzreject is on.
r_entity                                                         | -1               | -1               |                |                | 
cl_configversion                                                 | 8                | 8                |                |                | Configuration layout version. Bump this to force a reset of the PS3 save game / settings.
npc_sentences                                                    | 0                | 0                |                |                | 
mp_facefronttime                                                 | 2                | 2                |                |                | After this amount of time of standing in place but aiming to one side, go ahead and move feet to face upper body.
loopsingleplayermaps                                             | 0                | 0                |                |                | 
r_JeepViewDampenDamp                                             | 1.0              | 1.0              |                |                | 
mp_c4timer                                                       | 10.000000        | 40               | 10.000000      |                | how long from when the C4 is armed until it blows
sv_record_item_time_data                                         | 0                | 0                |                |                | Turn on recording of per player item time data into the server log.
sv_remove_old_ugc_downloads                                      | 1                | 1                |                |                | 
sv_fistpunch_impact_sounds                                       | 1                | 1                |                |                | 
snd_deathcamera_volume                                           | 1.0              | 1.0              |                |                | Relative volume of the death camera music.
r_dscale_nearscale                                               | 1                | 1                |                |                | 
sv_signon_dos_disconnect                                         | 20               | 20               |                |                | Number of extra signon state confirmations required to disconnect a misbehaving client.
sv_allow_legacy_cmd_execution_from_client                        | 0                | 0                |                |                | Enables old concommand execution behavior allowing remote clients to run any command not explicitly flagged as disallowed.
gpu_mem_level                                                    | 2                | 2                |                |                | Memory Level - Default: High
ammo_item_limit_healthshot                                       | 4                | 4                |                |                | 
sv_guardian_spawn_health_ct                                      | 100              | 100              |                |                | Starting health in guardian modes.
mp_drop_knife_enable                                             | 1                | 0                |                |                | Allows players to drop knives.
weapon_molotov_maxdetonateslope                                  | 30.0             | 30.0             | 0.000000       | 90.000000      | Maximum angle of slope on which the molotov will detonate
weapon_sound_falloff_multiplier                                  | 1.0              | 1.0              |                |                | Scaling for falloff of weapon firing sounds
r_drawfuncdetail                                                 | 1                | 1                |                |                | Render func_detail
r_DrawModelLightOrigin                                           | 0                | 0                |                |                | 
r_flashlightculldepth                                            | 1                | 1                |                |                | 
sv_creationtickcheck                                             | 1                | 1                |                |                | Do extended check for encoding of timestamps against tickcount
sv_logsecret                                                     | 0                | 0                |                |                | If set then include this secret when doing UDP logging (will use 0x53 as packet type, not usual 0x52)
tv_chatgroupsize                                                 | 0                | 0                |                |                | Set the default chat group size
save_multiplayer_override                                        | 0                | 0                |                |                | 
npc_go_do_run                                                    | 1                | 1                |                |                | Set whether should run on NPC go
sv_clamp_unsafe_velocities                                       | 0                | 1                |                |                | Whether the server will attempt to clamp velocities that could cause physics bugs or crashes.
r_AirboatViewDampenDamp                                          | 1.0              | 1.0              |                |                | 
sv_noclipduringpause                                             | 0                | 0                |                |                | If cheats are enabled, then you can noclip with the game paused (for doing screenshots, etc.).
sv_competitive_minspec                                           | 1                | 1                |                |                | Enable to force certain client convars to minimum/maximum values to help prevent competitive advantages.
snd_mixahead                                                     | 0.025            | 0.025            |                |                | 
demo_recordcommands                                              | 1                | 1                |                |                | Record commands typed at console into .dem files.
mat_colorcorrection                                              | 1                | 1                |                |                | 
r_csm_static_vb                                                  | 1                | 1                |                |                | Use a precomputed static VB for CSM rendering
net_showreliablesounds                                           | 0                | 0                |                |                | 
tv_secure_bypass                                                 | 0                | 0                |                |                | Bypass secure challenge on GOTV port
cl_screenshotlocation                                            |                  |                  |                |                | Location to tag the screenshot with
xbox_throttlespoof                                               | 200              | 200              |                |                | 
phys_timescale                                                   | 1                | 1                |                |                | Scale time for physics
sv_drowning_damage_initial                                       | 2                | 2                |                |                | 
sv_ledge_mantle_helper_dzonly                                    | 0                | 0                |                |                | 1=only does the feature if running in game mode Danger Zone, 0=Doesn't check game mode to run
mp_retake_ct_loadout_bonus_card_availability                     | 1,2              | 1,2              |                |                | CT bonus card availability pattern for full buy round when playing bomb site retake.
r_proplightingpooling                                            | -1.0             | -1.0             |                |                | 0 - off, 1 - static prop color meshes are allocated from a single shared vertex buffer (on hardware that supports stream offset)
rcon_connected_clients_allow                                     | 1                | 1                |                |                | Allow clients to use rcon commands on server.
paintsplat_noise_enabled                                         | 1                | 1                |                |                | 
phys_enable_experimental_optimizations                           | 0                | 0                |                |                | enable some experimental SIMD/VMX128 optimizations in physics and collision
ai_efficiency_override                                           | 0                | 0                |                |                | 
ai_shot_bias                                                     | 1.0              | 1.0              |                |                | 
ai_moveprobe_usetracelist                                        | 0                | 0                |                |                | 
sv_air_max_horizontal_parachute_speed                            | 240              | 240              |                |                | 
mp_showroundtransitions                                          | 0                | 0                |                |                | Show gamestate round transitions.
mp_endmatch_votenextleveltime                                    | 0                | 20               |                |                | If mp_endmatch_votenextmap is set, players have this much time to vote on the next map at match end.
score_hostage_rescue_radius_inner                                | 120              | 120              |                |                | Inner radius (full bonus) for rescuing hostage
bot_ignore_enemies                                               | 0                | 0                |                |                | If nonzero, bots will ignore enemies (for debugging).
nav_show_approach_points                                         | 0                | 0                |                |                | Show Approach Points in the Navigation Mesh.
tv_transmitall                                                   | 1                | 1                |                |                | Transmit all entities (not only director view)
npc_create_equipment                                             |                  |                  |                |                | 
tv_relaytextchat                                                 | 1                | 1                |                |                | Relay text chat data: 0=off, 1=say, 2=say+say_team
fire_extabsorb                                                   | 5                | 5                |                |                | 
mapcycledisabled                                                 | 0                | 0                |                |                | repeats the same map after each match instead of using the map cycle
sv_playerradio_use_allowlist                                     | 1                | 1                |                |                | playerradio commands may only use responses from an allow list of commands.
r_avglightmap                                                    | 0                | 0                |                |                | 
r_lightinterp                                                    | 5                | 5                |                |                | Controls the speed of light interpolation, 0 turns off interpolation
tv_broadcast_keyframe_interval                                   | 3                | 3                |                |                | The frequency, in seconds, of sending keyframes and delta fragments to the broadcast relay server
tv_broadcast_keyframe_interval1                                  | 3                | 3                |                |                | The frequency, in seconds, of sending keyframes and delta fragments to the broadcast1 relay server
engine_no_focus_sleep                                            | 0                | 50               |                |                | 
mat_normalmaps                                                   | 0                | 0                |                |                | 
sv_health_approach_enabled                                       | 0                | 0                |                |                | 
flex_expression                                                  | -                | -                |                |                | 
nextmap_print_enabled                                            | 0                | 0                |                |                | When enabled prints next map to clients
mp_teamscore_2                                                   |                  |                  |                |                | A non-empty string for best-of-N maps won by the second team.
snd_showstart                                                    | 0                | 0                |                |                | 
r_maxsampledist                                                  | 128              | 128              |                |                | 
ai_debug_enemies                                                 | 0                | 0                |                |                | 
phys_pushscale                                                   | 1                | 1                |                |                | 
ammo_556mm_max                                                   | 90               | 90               |                |                | 
score_bomb_defuse_radius_inner                                   | 120              | 120              |                |                | Inner radius (full bonus) for defusing or assisting with defusing the bomb
sv_bot_buy_decoy_weight                                          | 1                | 1                | 0.000000       |                | Given a bot will buy a grenade, controls the odds of the grenade type. Proportional to all other sv_bot_buy_*_weight convars.
sv_breachcharge_delay_min                                        | 0                | 0                |                |                | 
adsp_street_min                                                  | 118              | 118              |                |                | 
voice_overdrive                                                  | 2                | 2                |                |                | 
con_trace                                                        | 0                | 0                |                |                | Print console text to low level printout.
r_shadowwireframe                                                | 0                | 0                |                |                | 
tv_dispatchweight                                                | 1.25             | 1.25             |                |                | Dispatch clients to relay proxies based on load, 1.25 will prefer for every 4 local clients to put 5 clients on every connected relay
mat_debugdepthmode                                               | 0                | 0                |                |                | 
mat_vsync                                                        | 0                | 0                | 0.000000       | 1.000000       | Force sync to vertical retrace
